dimension,task_id,principle_match,rich_sut,lean_sut,rich_score,lean_score,rich_answer,lean_answer,rich_cost,lean_cost,rich_steps,lean_steps,rich_input_tokens,lean_input_tokens,input_gap,setting_proven,more_context_observed,more_trace_work,rich_tool_calls,lean_tool_calls,rich_wf_ops,lean_wf_ops
sample,wildfire-easy-3,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,"['California', 'Nevada']","['District of Columbia', 'Indiana', 'Kentucky', 'Minnesota', 'Missouri', 'Montana', 'New Mexico', 'Oregon', 'Utah']",0.501002,0.045709,16,7,473191,64940,408251,True,True,True,15,6,11,5
mode,astronomy-easy-6,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,"[0.0193, -0.0020]","[0.0138, 0.0007]",0.054467,0.037059,5,3,57351,28282,29069,True,True,True,7,3,7,3
mode,astronomy-hard-9,False,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,24,19,0.196724,0.279047,11,17,140046,230662,-90616,True,False,False,18,29,6,11
mode,environment-hard-7,False,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,10.87,0.11,0.029145,0.026755,6,6,45851,46972,-1121,True,False,False,5,5,5,5
mode,environment-hard-8,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,54.03,51.62,0.049637,0.156515,5,17,61484,152815,-91331,True,False,True,11,17,11,10
mode,environment-hard-9,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['Carson Beach, South Boston', 'City Point Beach, South Boston', 'Constitution Beach, East Boston', 'M Street Beach, South Boston', 'Malibu Beach, Dorchester', 'Pleasure Bay Beach, South Boston', 'Tenean Beach, Dorchester', 'Wollaston Beach, Quincy']",0.132524,0.057109,8,7,165835,51730,114105,True,True,True,23,6,20,5
mode,legal-hard-1,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,12964.8727,19293.1852,0.077589,0.066988,11,8,114948,73455,41493,True,True,True,11,8,11,8
mode,legal-hard-15,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,243377,593524,0.026474,0.019147,6,5,40523,30437,10086,True,True,True,4,3,4,3
mode,wildfire-easy-3,False,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52LatestStats3kD2,1.0,0.0,"['California', 'Nevada']","['District of Columbia', 'Indiana', 'Kentucky', 'Minnesota', 'Missouri', 'Montana', 'New Mexico', 'Oregon', 'Utah']",0.033008,0.045709,6,7,49353,64940,-15587,True,False,False,5,6,4,5
sample,astronomy-hard-7,True,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,1.211e-13,No response from agent,0.211,0.408553,12,26,124312,223478,-99166,True,False,True,43,150,9,6
sample,astronomy-hard-8,True,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,"[6.1655e-07, 5.1206e-07]","[3.3468e-07, 3.9966e-07]",0.129172,0.138964,15,14,170896,136861,34035,True,True,False,15,17,12,12
sample,astronomy-hard-9,True,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,24,15,0.085285,0.070556,5,5,48150,45577,2573,True,True,True,10,8,7,6
sample,environment-hard-7,True,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,10.87,0.11,0.022281,0.019341,5,5,35641,32521,3120,True,True,False,4,4,4,4
sample,legal-easy-19,False,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,0.523,0.199,0.012092,0.013097,4,4,21668,22759,-1091,True,False,False,2,2,2,2
sample,wildfire-hard-12,True,DataflowSystemGPT52Latest5kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,No,Yes,0.017495,0.013269,5,5,30949,29752,1197,True,True,False,3,3,3,3
sample,astronomy-hard-8,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,"[6.1655e-07, 5.1206e-07]","[3.3468e-07, 3.9966e-07]",0.098555,0.138964,10,14,96306,136861,-40555,True,False,False,11,17,8,12
sample,biomedical-hard-5,True,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,2.6563,2.4241,0.133827,0.022502,17,6,130431,38764,91667,True,True,True,17,5,12,5
sample,environment-hard-12,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,Wollaston Beach,Constitution Beach,0.055304,0.204535,5,25,37415,227781,-190366,True,False,False,4,24,4,21
sample,environment-hard-7,True,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,10.87,0.11,0.029704,0.019341,5,5,38385,32521,5864,True,True,False,4,4,4,4
sample,legal-easy-19,True,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,0.523,0.199,0.011758,0.013097,4,4,23375,22759,616,True,True,False,2,2,2,2
sample,wildfire-hard-12,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,No,Yes,0.011838,0.013269,4,5,25302,29752,-4450,True,False,False,2,3,2,3
sample,wildfire-hard-17,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.9408889062013088,4830.9,5134.4,0.066549,0.070785,8,13,74321,102298,-27977,True,False,False,8,13,6,10
mode,astronomy-hard-8,True,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,"[6.1655e-07, 5.1206e-07]","[3.3468e-07, 3.9966e-07]",0.166716,0.138964,14,14,185831,136861,48970,True,True,True,22,17,16,12
mode,astronomy-hard-9,True,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,24,15,0.114176,0.070556,10,5,107037,45577,61460,True,True,True,12,8,7,6
mode,biomedical-hard-5,True,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,2.6563,2.4241,0.06829,0.022502,7,6,62586,38764,23822,True,True,True,11,5,7,5
mode,environment-hard-12,False,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,Wollaston Beach,Constitution Beach,0.120722,0.204535,6,25,97941,227781,-129840,True,False,False,19,24,19,21
mode,environment-hard-13,True,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,11,12,0.033907,0.024546,5,5,33198,30543,2655,True,True,True,4,3,3,3
mode,environment-hard-9,True,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['City Point Beach, South Boston', 'Pleasure Bay Beach, South Boston']",0.108783,0.134979,14,13,146752,96169,50583,True,True,True,15,14,11,7
mode,wildfire-hard-12,False,DataflowSystemGPT52Delta3kSchemaOnly,DataflowSystemGPT52Latest3kSchemaOnly,1.0,0.0,No,Yes,0.013421,0.013269,4,5,23706,29752,-6046,True,False,False,2,3,2,3
info,astronomy-hard-10,True,DataflowSystemGPT52LatestStats5kD2,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]","['Lat_Angle_of_B_GSE', 0.606]",0.140705,0.157611,10,13,139931,166201,-26270,True,False,True,15,16,12,10
info,environment-easy-2,True,DataflowSystemGPT52LatestStats5kD2,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.026794,0.024841,6,5,43034,35163,7871,True,True,True,4,3,4,3
info,environment-hard-12,True,DataflowSystemGPT52LatestStats5kD2,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,Wollaston Beach,Carson,0.061008,0.060808,5,8,65604,58005,7599,True,True,True,11,7,10,6
info,environment-hard-13,True,DataflowSystemGPT52LatestStats5kD2,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,11,12,0.022112,0.101361,5,12,34797,88794,-53997,True,False,False,3,10,3,7
info,wildfire-hard-17,True,DataflowSystemGPT52LatestStats5kD2,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.7100609980157272,4830.9,2858.3,0.07869,0.161219,12,16,142294,158127,-15833,True,False,False,12,16,9,11
sample,astronomy-easy-4,False,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,"Average cycle length ≈ 11.25 years; maxima years: 1968, 1979, 1989, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008","The solar activity cycle has an average period of about 11.2 years; maxima years (chronological) are 1970, 1980, 1990, 2002, and 2014, and minima years (chronological) are 1964, 1976, 1986, 1996, and 2008",0.045644,0.062612,7,10,65084,94354,-29270,True,False,False,5,8,5,8
sample,biomedical-hard-5,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,2.6563,2.4241,0.048977,0.041995,5,8,57849,66898,-9049,True,False,True,10,8,10,5
sample,biomedical-hard-7,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,16,15,0.022504,0.01478,8,5,44768,27785,16983,True,True,True,6,3,4,2
sample,environment-hard-10,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,0.206,0.222,0.079915,0.053025,9,8,99024,77543,21481,True,True,True,9,8,7,6
sample,environment-hard-11,False,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,0.37,0.40,0.022231,0.056038,5,8,37340,59292,-21952,True,False,False,3,6,3,3
mode,astronomy-easy-4,False,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,"The solar cycle averages about 11.5 years, with maxima in 1968, 1979, 1989, 2000, and 2014 and minima in 1964, 1976, 1986, 1996, and 2008","The solar activity cycle has an average period of about 11.2 years; maxima years (chronological) are 1970, 1980, 1990, 2002, and 2014, and minima years (chronological) are 1964, 1976, 1986, 1996, and 2008",0.047862,0.062612,5,10,42948,94354,-51406,True,False,False,6,8,6,8
mode,biomedical-hard-5,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,2.6563,2.4241,0.087574,0.041995,7,8,83271,66898,16373,True,True,True,9,8,5,5
mode,biomedical-hard-7,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,16,15,0.046059,0.01478,8,5,73126,27785,45341,True,True,True,6,3,5,2
mode,environment-hard-10,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,0.206,0.222,0.119012,0.053025,10,8,129450,77543,51907,True,True,True,12,8,9,6
mode,environment-hard-8,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,54.03,51.56,0.31593,0.078135,10,8,235154,74700,160454,True,True,True,31,7,18,6
mode,environment-hard-9,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.5714285714285715,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach (Broadway)', 'Pleasure Bay Beach (Flagpole)']",0.220577,0.065951,8,6,173769,90339,83430,True,True,True,30,12,21,12
mode,legal-hard-1,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,12964.8727,13902.2400,0.101423,0.086711,11,12,157012,126911,30101,True,True,False,11,12,10,11
mode,legal-hard-15,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,243377,592134,0.047937,0.020826,7,5,56026,32835,23191,True,True,True,5,3,5,3
mode,legal-hard-18,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52LatestStats5kD2,1.0,0.0,91000,520000,0.049904,0.032491,7,4,57430,27955,29475,True,True,True,9,7,8,6
sample,biomedical-hard-5,True,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,2.6563,2.4241,0.133827,0.024573,17,7,130431,46152,84279,True,True,True,17,6,12,6
sample,biomedical-hard-7,True,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,16,15,0.02205,0.018331,6,6,34035,32793,1242,True,True,False,4,4,2,3
sample,environment-easy-2,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.025915,0.024841,5,5,35404,35163,241,True,False,False,3,3,3,3
sample,environment-hard-12,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,Wollaston Beach,Carson,0.055304,0.060808,5,8,37415,58005,-20590,True,False,False,4,7,4,6
sample,wildfire-hard-17,False,DataflowSystemGPT52Latest7kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.7100609980157272,4830.9,2858.3,0.066549,0.161219,8,16,74321,158127,-83806,True,False,False,8,16,6,11
mode,astronomy-easy-4,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,"Average period ≈ 11.5 years; maxima years: 1968, 1979, 1989, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008","Average period ≈ 11.5 years; maxima years: 1968, 1980, 1990, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008",0.048004,0.063308,4,7,32063,57981,-25918,True,False,False,5,5,5,5
mode,astronomy-hard-10,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]","['Lat_Angle_of_B_GSE', 0.606]",0.1249,0.157611,11,13,169085,166201,2884,True,True,False,11,16,9,10
mode,biomedical-hard-5,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,2.6563,2.4241,0.039438,0.024573,8,7,59349,46152,13197,True,True,True,9,6,7,6
mode,biomedical-hard-7,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,16,15,0.014404,0.018331,5,6,25506,32793,-7287,True,False,False,3,4,2,3
mode,environment-easy-2,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.028107,0.024841,6,5,44845,35163,9682,True,True,True,4,3,4,3
mode,environment-hard-12,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,Wollaston Beach,Carson,0.183447,0.060808,9,8,208438,58005,150433,True,True,True,23,7,19,6
mode,environment-hard-13,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,11,12,0.088993,0.101361,8,12,73229,88794,-15565,True,False,False,6,10,4,7
mode,environment-hard-8,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,54.03,54.02,0.053225,0.059831,6,7,50352,53082,-2730,True,False,False,5,6,5,5
mode,legal-hard-15,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Latest5kSchemaOnly,1.0,0.0,243377,593524,0.029676,0.017166,6,4,39716,22995,16721,True,True,True,4,2,4,2
info,astronomy-easy-4,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,"Average cycle length ≈ 11.25 years; maxima years: 1968, 1979, 1989, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008","Between 1960 and 2020, the solar activity cycle has an average period of about 11.5 years; the five years of maximum activity (prominence ≥ 20, distance ≥ 5) are 1968, 1979, 1989, 2000, and 2014, and the five years of minimum activity (same rules applied to minima) are 1964, 1976, 1986, 1996, and 2008",0.045644,0.122131,7,16,65084,151471,-86387,True,False,False,5,19,5,9
info,astronomy-hard-10,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]",No response from agent,0.219804,0.532461,11,26,188575,361684,-173109,True,False,False,15,64,12,27
info,biomedical-easy-2,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,68.5,68.1,0.023927,0.018695,6,6,43356,36798,6558,True,True,False,4,4,3,3
info,environment-hard-11,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,0.37,0.40,0.022231,0.061515,5,12,37340,99886,-62546,True,False,False,3,10,3,6
info,environment-hard-13,True,DataflowSystemGPT52LatestStats7kD2,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,11,12,0.020484,0.030851,5,6,38185,41898,-3713,True,False,False,3,4,3,3
mode,astronomy-hard-9,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,24,9,0.130135,0.443657,9,23,167065,392515,-225450,True,False,False,12,28,8,13
mode,environment-hard-12,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,Wollaston Beach,Carson Beach,0.165667,0.043006,5,5,115017,40317,74700,True,True,True,21,4,20,4
mode,environment-hard-8,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,54.03,51.56,0.124925,0.347729,13,19,189002,300392,-111390,True,False,False,12,18,9,16
mode,environment-hard-9,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.36363636363636365,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['Carson Beach', 'City Point Beach', 'Constitution Beach', 'M Street Beach', 'Malibu Beach', 'Pleasure Bay Beach', 'Tenean Beach', 'Wollaston Beach']",0.173042,0.038691,5,5,115305,40711,74594,True,True,True,19,4,19,4
mode,legal-hard-15,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,243377,593524,0.030631,0.024152,6,6,42356,44049,-1693,True,False,False,4,4,4,4
mode,legal-hard-18,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,91000,520000,0.072463,0.031557,7,7,61020,47314,13706,True,True,True,10,6,8,6
mode,wildfire-hard-12,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52LatestStats7kD2,1.0,0.0,No,Yes,0.017882,0.024417,4,4,29820,28935,885,True,True,False,2,2,2,2
mode,archeology-hard-7,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,274,198,0.03303,0.041766,5,5,46663,45359,1304,True,True,False,4,4,4,4
mode,biomedical-easy-2,False,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,68.5,68.1,0.021475,0.018695,5,6,31886,36798,-4912,True,False,False,3,4,3,3
mode,environment-hard-13,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,11,12,0.028297,0.030851,4,6,28802,41898,-13096,True,False,True,4,4,4,3
mode,legal-hard-15,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Latest7kSchemaOnly,1.0,0.0,243377,592134,0.033859,0.015677,7,4,59697,24187,35510,True,True,True,5,2,5,2
info,biomedical-easy-2,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,68.5,68.1,0.026147,0.016424,6,4,43754,25006,18748,True,True,True,4,2,3,2
info,environment-easy-2,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.030284,0.025782,6,6,45153,40779,4374,True,True,False,4,4,4,4
info,environment-hard-11,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,0.37,0.40,0.029719,0.041991,6,8,45574,60073,-14499,True,False,False,4,6,4,4
info,environment-hard-7,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,10.87,0.11,0.029145,0.048516,6,8,45851,60930,-15079,True,False,False,5,7,5,7
info,environment-hard-8,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,54.03,54.20,0.049637,0.074012,5,7,61484,83656,-22172,True,False,False,11,13,11,12
info,legal-easy-19,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,0.523,0.827,0.021359,0.018044,5,5,30735,30255,480,True,False,False,3,3,2,3
info,legal-hard-1,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,12964.8727,3865.4167,0.077589,0.144738,11,9,114948,113149,1799,True,True,True,11,15,11,6
